,stormNumber,initial_phase,main_phase,minimumSymH,end_recovery_phase,min_SYM_H,ifCME,ifHSS,ifcomplex,Unnamed: 9,new_begining_times,new_ending_times
287,1,2009-08-05 23:14:00,2009-08-06 04:25:00,2009-08-06 06:49:00,2009-08-07 11:47:00,-53,,HSS,,,2009-08-05 23:14:00,2009-08-07 11:47:00
288,2,2009-10-21 21:15:00,2009-10-22 01:26:00,2009-10-23 01:00:00,2009-10-24 15:59:00,-56,ICME,,,,2009-10-21 21:15:00,2009-10-24 15:59:00
289,0,2010-02-15 17:04:00,2010-02-15 18:42:00,2010-02-16 00:08:00,2010-02-18 07:23:00,-64,ICME,,,,2010-02-15 17:04:00,2010-02-18 07:23:00
290,1,2010-04-05 02:52:00,2010-04-05 08:55:00,2010-04-06 07:40:00,2010-04-11 13:07:00,-90,ICME,,,,2010-04-05 02:52:00,2010-04-09 07:40:00
291,2,2010-04-11 11:58:00,2010-04-11 13:08:00,2010-04-12 02:03:00,2010-04-12 16:14:00,-81,ICME,,,,2010-04-11 11:58:00,2010-04-12 16:14:00
292,3,2010-05-01 13:37:00,2010-05-02 11:51:00,2010-05-02 20:16:00,2010-05-10 11:40:00,-77,,HSS,,,2010-05-01 22:51:00,2010-05-05 20:16:00
293,4,2010-05-28 01:42:00,2010-05-28 22:14:00,2010-05-29 12:35:00,2010-06-03 17:00:00,-73,ICME,,,,2010-05-28 09:14:00,2010-06-01 12:35:00
294,5,2010-06-03 12:04:00,2010-06-03 22:41:00,2010-06-04 01:00:00,2010-06-05 16:05:00,-58,,HSS,,,2010-06-03 12:04:00,2010-06-05 16:05:00
295,6,2010-08-03 16:47:00,2010-08-03 20:23:00,2010-08-04 01:10:00,2010-08-04 10:20:00,-81,ICME,,,,2010-08-03 16:47:00,2010-08-04 10:20:00
296,7,2010-10-11 01:37:00,2010-10-11 10:12:00,2010-10-11 18:58:00,2010-10-14 13:25:00,-76,,HSS,,,2010-10-11 01:37:00,2010-10-14 13:25:00
297,8,2010-11-10 17:47:00,2010-11-11 02:01:00,2010-11-11 22:56:00,2010-11-16 22:23:00,-55,,HSS,,,2010-11-10 17:47:00,2010-11-14 22:56:00
298,0,2011-02-04 01:42:00,2011-02-04 19:09:00,2011-02-04 21:24:00,2011-02-08 01:57:00,-67,,HSS,,,2011-02-04 06:09:00,2011-02-07 21:24:00
299,1,2011-02-28 20:07:00,2011-03-01 10:25:00,2011-03-01 14:22:00,2011-03-06 03:33:00,-71,,HSS,,,2011-02-28 21:25:00,2011-03-04 14:22:00
300,2,2011-03-10 08:02:00,2011-03-10 15:26:00,2011-03-11 05:28:00,2011-03-15 21:45:00,-92,,HSS,,,2011-03-10 08:02:00,2011-03-14 05:28:00
301,3,2011-04-06 00:38:00,2011-04-06 10:54:00,2011-04-06 19:03:00,2011-04-08 13:35:00,-65,,HSS,,,2011-04-06 00:38:00,2011-04-08 13:35:00
302,4,2011-04-11 01:06:00,2011-04-12 05:36:00,2011-04-12 09:04:00,2011-04-15 11:14:00,-57,,HSS,,,2011-04-11 16:36:00,2011-04-15 09:04:00
303,5,2011-04-29 06:36:00,2011-04-30 00:06:00,2011-05-02 06:34:00,2011-05-07 03:14:00,-55,,HSS,,,2011-04-29 11:06:00,2011-05-05 06:34:00
304,6,2011-05-26 19:39:00,2011-05-27 16:55:00,2011-05-28 11:11:00,2011-06-04 11:43:00,-94,,HSS,,,2011-05-27 03:55:00,2011-05-31 11:11:00
305,7,2011-06-04 19:37:00,2011-06-04 23:22:00,2011-06-05 05:19:00,2011-06-05 08:09:00,-60,ICME,,,,2011-06-04 19:37:00,2011-06-05 08:09:00
306,8,2011-06-30 18:55:00,2011-07-01 01:03:00,2011-07-01 07:22:00,2011-07-02 11:30:00,-59,,HSS,,,2011-06-30 18:55:00,2011-07-02 11:30:00
307,9,2011-08-05 09:58:00,2011-08-05 21:13:00,2011-08-06 03:27:00,2011-08-11 21:00:00,-126,ICME,,,,2011-08-05 09:58:00,2011-08-09 03:27:00
308,10,2011-09-09 10:14:00,2011-09-09 15:37:00,2011-09-10 04:59:00,2011-09-10 14:59:00,-77,ICME,,,,2011-09-09 10:14:00,2011-09-10 14:59:00
309,11,2011-09-16 23:41:00,2011-09-17 09:03:00,2011-09-17 18:29:00,2011-09-23 04:11:00,-63,ICME,,,,2011-09-16 23:41:00,2011-09-20 18:29:00
310,12,2011-09-26 09:52:00,2011-09-26 15:32:00,2011-09-26 21:19:00,2011-09-27 21:05:00,-116,ICME,,,,2011-09-26 09:52:00,2011-09-27 21:05:00
311,13,2011-10-24 16:10:00,2011-10-24 22:23:00,2011-10-25 01:15:00,2011-10-29 22:48:00,-160,ICME,,,,2011-10-24 16:10:00,2011-10-28 01:15:00
312,14,2011-10-29 21:09:00,2011-10-30 12:04:00,2011-11-01 15:14:00,2011-11-06 08:10:00,-63,ICME,HSS,complex,,2011-10-29 23:04:00,2011-11-04 15:14:00
313,0,2012-01-22 04:53:00,2012-01-22 09:51:00,2012-01-23 03:49:00,2012-01-24 15:05:00,-88,ICME,,,,2012-01-22 04:53:00,2012-01-24 15:05:00
314,1,2012-02-18 13:28:00,2012-02-18 22:47:00,2012-02-19 03:56:00,2012-02-22 02:15:00,-76,ICME,,,,2012-02-18 13:28:00,2012-02-22 02:15:00
315,2,2012-02-26 17:15:00,2012-02-27 13:27:00,2012-02-27 19:18:00,2012-02-29 23:59:00,-62,ICME,,,,2012-02-27 00:27:00,2012-02-29 23:59:00
316,3,2012-03-08 07:09:00,2012-03-08 13:37:00,2012-03-09 08:15:00,2012-03-12 09:15:00,-150,ICME,,,,2012-03-08 07:09:00,2012-03-12 08:15:00
317,4,2012-03-14 22:50:00,2012-03-15 14:10:00,2012-03-15 19:53:00,2012-03-20 17:59:00,-79,ICME,,,,2012-03-15 01:10:00,2012-03-18 19:53:00
318,5,2012-03-27 04:08:00,2012-03-27 10:42:00,2012-03-28 04:46:00,2012-03-29 07:05:00,-68,,HSS,,,2012-03-27 04:08:00,2012-03-29 07:05:00
319,6,2012-04-04 03:44:00,2012-04-04 15:08:00,2012-04-05 07:56:00,2012-04-06 15:54:00,-70,,HSS,,,2012-04-04 03:44:00,2012-04-06 15:54:00
320,7,2012-04-11 16:42:00,2012-04-12 05:06:00,2012-04-13 05:05:00,2012-04-15 08:09:00,-56,,HSS,,,2012-04-11 16:42:00,2012-04-15 08:09:00
321,8,2012-04-22 20:18:00,2012-04-23 18:29:00,2012-04-24 03:30:00,2012-04-27 22:22:00,-125,ICME,HSS,complex,,2012-04-23 05:29:00,2012-04-27 03:30:00
322,9,2012-05-08 08:57:00,2012-05-08 22:06:00,2012-05-09 09:35:00,2012-05-12 17:02:00,-56,,HSS,,,2012-05-08 09:06:00,2012-05-12 09:35:00
323,10,2012-05-16 13:11:00,2012-05-16 16:50:00,2012-05-16 23:11:00,2012-05-17 15:45:00,-50,,HSS,,,2012-05-16 13:11:00,2012-05-17 15:45:00
324,11,2012-05-21 19:04:00,2012-05-22 03:52:00,2012-05-23 04:46:00,2012-05-27 16:06:00,-64,ICME,HSS,complex,,2012-05-21 19:04:00,2012-05-26 04:46:00
325,12,2012-06-16 13:07:00,2012-06-17 07:45:00,2012-06-17 13:42:00,2012-06-21 11:30:00,-69,ICME,,,,2012-06-16 18:45:00,2012-06-20 13:42:00
326,13,2012-07-08 16:16:00,2012-07-09 00:07:00,2012-07-09 21:50:00,2012-07-11 18:12:00,-79,ICME,,,,2012-07-08 16:16:00,2012-07-11 18:12:00
327,14,2012-07-14 11:19:00,2012-07-15 02:51:00,2012-07-15 10:04:00,2012-07-18 17:15:00,-123,ICME,,,,2012-07-14 13:51:00,2012-07-18 10:04:00
328,15,2012-09-30 04:52:00,2012-09-30 14:06:00,2012-10-01 04:03:00,2012-10-03 19:45:00,-138,ICME,,,,2012-09-30 04:52:00,2012-10-03 19:45:00
329,16,2012-10-07 05:14:00,2012-10-07 18:32:00,2012-10-09 02:13:00,2012-10-12 00:11:00,-116,ICME,HSS,complex,,2012-10-07 05:32:00,2012-10-12 00:11:00
330,17,2012-10-11 21:27:00,2012-10-12 00:12:00,2012-10-13 08:01:00,2012-10-16 17:49:00,-106,ICME,HSS,complex,,2012-10-11 21:27:00,2012-10-16 08:01:00
331,18,2012-10-31 11:48:00,2012-11-01 04:39:00,2012-11-01 20:01:00,2012-11-05 03:17:00,-68,ICME,,,bz fluctiations,2012-10-31 15:39:00,2012-11-04 20:01:00
332,19,2012-11-12 14:15:00,2012-11-12 21:33:00,2012-11-14 07:27:00,2012-11-17 06:44:00,-118,ICME,,,,2012-11-12 14:15:00,2012-11-17 06:44:00
333,0,2013-01-17 06:52:00,2013-01-17 15:10:00,2013-01-17 18:19:00,2013-01-18 12:47:00,-58,,HSS,,,2013-01-17 06:52:00,2013-01-18 12:47:00
334,1,2013-01-25 08:23:00,2013-01-25 23:42:00,2013-01-26 22:19:00,2013-01-31 06:02:00,-62,,HSS,,,2013-01-25 10:42:00,2013-01-29 22:19:00
335,2,2013-03-01 00:24:00,2013-03-01 08:27:00,2013-03-01 10:12:00,2013-03-05 20:54:00,-76,,HSS,,,2013-03-01 00:24:00,2013-03-04 10:12:00
336,3,2013-03-17 01:04:00,2013-03-17 07:16:00,2013-03-17 20:28:00,2013-03-20 17:45:00,-132,ICME,,,,2013-03-17 01:04:00,2013-03-20 17:45:00
337,4,2013-03-28 03:08:00,2013-03-29 03:28:00,2013-03-30 04:08:00,2013-04-03 12:18:00,-66,,HSS,,,2013-03-28 14:28:00,2013-04-02 04:08:00
338,5,2013-04-23 08:59:00,2013-04-23 23:49:00,2013-04-24 18:11:00,2013-04-27 23:04:00,-52,,HSS,,,2013-04-23 10:49:00,2013-04-27 18:11:00
339,6,2013-04-30 08:16:00,2013-04-30 22:56:00,2013-05-01 19:15:00,2013-05-05 15:45:00,-67,ICME,,,,2013-04-30 09:56:00,2013-05-04 19:15:00
340,7,2013-05-24 16:34:00,2013-05-24 19:09:00,2013-05-25 05:46:00,2013-05-25 09:53:00,-65,ICME,,,,2013-05-24 16:34:00,2013-05-25 09:53:00
341,8,2013-05-31 11:54:00,2013-06-01 01:55:00,2013-06-01 07:49:00,2013-06-04 23:13:00,-137,ICME,,,,2013-05-31 12:55:00,2013-06-04 07:49:00
342,9,2013-06-06 12:21:00,2013-06-06 15:50:00,2013-06-07 02:41:00,2013-06-08 07:02:00,-88,,HSS,,,2013-06-06 12:21:00,2013-06-08 07:02:00
343,10,2013-06-27 13:24:00,2013-06-28 04:10:00,2013-06-29 06:37:00,2013-07-03 21:48:00,-111,ICME,,,,2013-06-27 15:10:00,2013-07-02 06:37:00
344,11,2013-07-05 10:19:00,2013-07-05 21:14:00,2013-07-06 08:39:00,2013-07-08 18:45:00,-80,ICME,,,,2013-07-05 10:19:00,2013-07-08 18:45:00
345,12,2013-07-12 06:57:00,2013-07-13 17:15:00,2013-07-15 00:05:00,2013-07-17 06:59:00,-77,ICME,,,,2013-07-13 04:15:00,2013-07-17 06:59:00
346,13,2013-08-02 22:33:00,2013-08-04 16:11:00,2013-08-05 02:21:00,2013-08-08 20:52:00,-56,,HSS,,,2013-08-04 03:11:00,2013-08-08 02:21:00
347,14,2013-08-13 04:36:00,2013-08-13 21:09:00,2013-08-16 04:29:00,2013-08-20 11:14:00,-54,ICME,HSS,complex,,2013-08-13 08:09:00,2013-08-19 04:29:00
348,15,2013-08-27 11:12:00,2013-08-27 17:04:00,2013-08-27 21:48:00,2013-08-30 06:08:00,-64,,HSS,,,2013-08-27 11:12:00,2013-08-30 06:08:00
349,16,2013-10-01 21:49:00,2013-10-02 03:08:00,2013-10-02 06:19:00,2013-10-06 07:46:00,-90,ICME,,,,2013-10-01 21:49:00,2013-10-05 06:19:00
350,17,2013-10-08 15:00:00,2013-10-08 22:00:00,2013-10-09 00:42:00,2013-10-09 21:10:00,-77,ICME,,,,2013-10-08 15:00:00,2013-10-09 21:10:00
351,18,2013-10-14 03:31:00,2013-10-14 09:24:00,2013-10-15 03:24:00,2013-10-18 19:58:00,-52,,HSS,,,2013-10-14 03:31:00,2013-10-18 03:24:00
352,19,2013-10-29 13:29:00,2013-10-30 06:58:00,2013-10-30 23:21:00,2013-10-31 14:38:00,-57,,HSS,,,2013-10-29 17:58:00,2013-10-31 14:38:00
353,20,2013-11-08 17:06:00,2013-11-09 03:17:00,2013-11-09 08:14:00,2013-11-12 20:18:00,-79,,HSS,,,2013-11-08 17:06:00,2013-11-12 08:14:00
354,21,2013-12-07 19:39:00,2013-12-08 03:07:00,2013-12-08 08:30:00,2013-12-11 03:28:00,-72,ICME,HSS,complex,,2013-12-07 19:39:00,2013-12-11 03:28:00
355,0,2014-02-18 04:27:00,2014-02-18 13:25:00,2014-02-19 08:24:00,2014-02-23 07:03:00,-127,ICME,,,,2014-02-18 04:27:00,2014-02-22 08:24:00
356,1,2014-02-27 14:04:00,2014-02-27 17:09:00,2014-02-27 23:24:00,2014-03-02 22:38:00,-101,ICME,,,,2014-02-27 14:04:00,2014-03-02 22:38:00
357,2,2014-04-10 17:52:00,2014-04-11 14:04:00,2014-04-12 08:32:00,2014-04-15 16:31:00,-92,ICME,HSS,complex,,2014-04-11 01:04:00,2014-04-15 08:32:00
358,3,2014-04-29 11:58:00,2014-04-29 23:54:00,2014-04-30 09:10:00,2014-05-02 23:15:00,-76,ICME,HSS,complex,,2014-04-29 11:58:00,2014-05-02 23:15:00
359,4,2014-05-07 08:32:00,2014-05-07 23:00:00,2014-05-08 08:50:00,2014-05-10 02:54:00,-62,ICME,,,,2014-05-07 10:00:00,2014-05-10 02:54:00
360,5,2014-08-25 11:36:00,2014-08-27 03:53:00,2014-08-27 18:18:00,2014-09-01 21:07:00,-90,,HSS,,,2014-08-26 14:53:00,2014-08-30 18:18:00
361,6,2014-09-12 10:01:00,2014-09-12 21:37:00,2014-09-12 23:03:00,2014-09-15 16:49:00,-97,ICME,,,,2014-09-12 10:01:00,2014-09-15 16:49:00
362,7,2014-10-07 21:18:00,2014-10-08 10:51:00,2014-10-09 07:19:00,2014-10-11 18:00:00,-50,,HSS,,,2014-10-07 21:51:00,2014-10-11 18:00:00
363,8,2014-10-14 02:34:00,2014-10-14 15:35:00,2014-10-14 18:41:00,2014-10-18 12:11:00,-52,,HSS,,,2014-10-14 02:35:00,2014-10-17 18:41:00
364,9,2014-10-19 14:51:00,2014-10-20 01:17:00,2014-10-20 17:11:00,2014-10-23 21:42:00,-57,,HSS,,,2014-10-19 14:51:00,2014-10-23 17:11:00
365,10,2014-10-27 12:36:00,2014-10-27 20:44:00,2014-10-28 01:52:00,2014-10-30 22:34:00,-58,,HSS,,,2014-10-27 12:36:00,2014-10-30 22:34:00
366,0,2015-01-06 21:29:00,2015-01-07 08:07:00,2015-01-07 11:02:00,2015-01-10 15:50:00,-135,ICME,,,,2015-01-06 21:29:00,2015-01-10 11:02:00
367,1,2015-01-25 18:42:00,2015-01-25 23:36:00,2015-01-26 10:30:00,2015-01-27 18:10:00,-54,,HSS,,,2015-01-25 18:42:00,2015-01-27 18:10:00
368,2,2015-02-01 13:40:00,2015-02-01 20:39:00,2015-02-02 06:35:00,2015-02-04 23:27:00,-52,,HSS,,,2015-02-01 13:40:00,2015-02-04 23:27:00
369,3,2015-02-16 15:37:00,2015-02-16 22:24:00,2015-02-17 23:59:00,2015-02-21 21:53:00,-70,,HSS,,,2015-02-16 15:37:00,2015-02-20 23:59:00
370,4,2015-02-22 19:09:00,2015-02-23 04:45:00,2015-02-24 03:36:00,2015-02-26 21:49:00,-76,,HSS,,,2015-02-22 19:09:00,2015-02-26 21:49:00
371,5,2015-02-27 08:55:00,2015-02-27 10:55:00,2015-03-02 08:53:00,2015-03-04 07:23:00,-70,ICME,HSS,complex,,2015-02-27 08:55:00,2015-03-04 07:23:00
372,6,2015-03-17 00:57:00,2015-03-17 06:56:00,2015-03-17 22:47:00,2015-03-20 17:42:00,-234,ICME,,,,2015-03-17 00:57:00,2015-03-20 17:42:00
373,7,2015-04-09 17:38:00,2015-04-09 23:53:00,2015-04-11 09:36:00,2015-04-13 05:29:00,-89,ICME,HSS,complex,,2015-04-09 17:38:00,2015-04-13 05:29:00
374,8,2015-04-13 23:33:00,2015-04-14 10:09:00,2015-04-16 23:29:00,2015-04-20 10:18:00,-88,,HSS,,,2015-04-13 23:33:00,2015-04-19 23:29:00
375,9,2015-05-18 01:06:00,2015-05-18 11:59:00,2015-05-19 03:05:00,2015-05-22 11:43:00,-64,ICME,,,,2015-05-18 01:06:00,2015-05-22 03:05:00
376,10,2015-06-07 07:54:00,2015-06-08 05:42:00,2015-06-08 07:45:00,2015-06-12 13:09:00,-105,,HSS,,,2015-06-07 16:42:00,2015-06-11 07:45:00
377,11,2015-06-22 02:46:00,2015-06-22 19:17:00,2015-06-23 04:24:00,2015-06-25 05:38:00,-208,ICME,,,,2015-06-22 06:17:00,2015-06-25 05:38:00
378,12,2015-06-25 22:39:00,2015-06-27 03:18:00,2015-06-28 06:22:00,2015-07-03 17:48:00,-63,ICME,HSS,complex,,2015-06-26 14:18:00,2015-07-01 06:22:00
379,13,2015-07-04 09:50:00,2015-07-04 20:52:00,2015-07-05 04:52:00,2015-07-08 09:53:00,-87,ICME,,,,2015-07-04 09:50:00,2015-07-08 04:52:00
380,14,2015-07-12 20:18:00,2015-07-13 01:39:00,2015-07-13 10:54:00,2015-07-19 11:08:00,-71,ICME,,,,2015-07-12 20:18:00,2015-07-16 10:54:00
381,15,2015-07-22 02:54:00,2015-07-22 19:23:00,2015-07-23 07:36:00,2015-07-30 06:15:00,-83,,HSS,,,2015-07-22 06:23:00,2015-07-26 07:36:00
382,16,2015-07-30 09:01:00,2015-07-30 18:00:00,2015-07-31 02:59:00,2015-07-31 14:17:00,-52,,HSS,,,2015-07-30 09:01:00,2015-07-31 14:17:00
383,17,2015-08-15 05:40:00,2015-08-15 18:57:00,2015-08-16 07:37:00,2015-08-18 21:19:00,-94,ICME,,,,2015-08-15 05:57:00,2015-08-18 21:19:00
384,18,2015-09-20 00:22:00,2015-09-20 06:20:00,2015-09-20 11:07:00,2015-09-22 00:27:00,-84,ICME,,,,2015-09-20 00:22:00,2015-09-22 00:27:00
385,19,2015-10-06 04:04:00,2015-10-06 09:31:00,2015-10-07 22:23:00,2015-10-11 09:47:00,-124,,HSS,,,2015-10-06 04:04:00,2015-10-10 22:23:00
386,20,2015-10-12 13:55:00,2015-10-13 11:23:00,2015-10-14 06:14:00,2015-10-16 23:59:00,-52,,HSS,,,2015-10-12 22:23:00,2015-10-16 23:59:00
387,21,2015-11-06 07:51:00,2015-11-06 20:09:00,2015-11-07 06:07:00,2015-11-09 11:19:00,-106,ICME,,,,2015-11-06 07:51:00,2015-11-09 11:19:00
388,22,2015-12-14 11:09:00,2015-12-14 16:23:00,2015-12-14 19:05:00,2015-12-16 22:30:00,-60,ICME,HSS,complex,,2015-12-14 11:09:00,2015-12-16 22:30:00
389,23,2015-12-19 07:43:00,2015-12-20 04:27:00,2015-12-20 22:52:00,2015-12-24 10:12:00,-170,ICME,,,,2015-12-19 15:27:00,2015-12-23 22:52:00
390,1,2016-01-18 18:54:00,2016-01-20 05:38:00,2016-01-20 17:05:00,2016-01-24 16:19:00,-95,,HSS,,,2016-01-19 16:38:00,2016-01-23 17:05:00
391,2,2016-02-02 05:52:00,2016-02-02 18:08:00,2016-02-03 02:52:00,2016-02-04 02:50:00,-60,,HSS,,,2016-02-02 05:52:00,2016-02-04 02:50:00
392,3,2016-02-16 02:40:00,2016-02-16 08:47:00,2016-02-18 00:28:00,2016-02-22 05:27:00,-60,,HSS,,,2016-02-16 02:40:00,2016-02-21 00:28:00
393,4,2016-03-05 22:53:00,2016-03-06 16:17:00,2016-03-06 21:21:00,2016-03-11 10:38:00,-110,,HSS,,,2016-03-06 03:17:00,2016-03-09 21:21:00
394,5,2016-03-13 23:48:00,2016-03-14 21:20:00,2016-03-16 23:46:00,2016-03-22 02:41:00,-69,ICME,HSS,complex,,2016-03-14 08:20:00,2016-03-19 23:46:00
395,6,2016-04-02 09:08:00,2016-04-02 16:20:00,2016-04-02 22:49:00,2016-04-05 17:57:00,-66,ICME,,,,2016-04-02 09:08:00,2016-04-05 17:57:00
396,7,2016-04-07 05:20:00,2016-04-07 18:40:00,2016-04-08 00:36:00,2016-04-10 10:32:00,-67,,HSS,,,2016-04-07 05:40:00,2016-04-10 10:32:00
397,8,2016-04-12 13:42:00,2016-04-12 21:27:00,2016-04-13 01:09:00,2016-04-15 15:03:00,-70,,HSS,,,2016-04-12 13:42:00,2016-04-15 15:03:00
398,9,2016-04-30 21:36:00,2016-05-01 18:37:00,2016-05-02 03:21:00,2016-05-05 02:52:00,-56,,HSS,,,2016-05-01 05:37:00,2016-05-05 02:52:00
399,10,2016-05-07 14:41:00,2016-05-08 01:37:00,2016-05-08 08:16:00,2016-05-11 17:23:00,-105,,HSS,,,2016-05-07 14:41:00,2016-05-11 08:16:00
400,11,2016-06-04 19:45:00,2016-06-05 14:26:00,2016-06-06 08:05:00,2016-06-08 17:54:00,-55,,HSS,,,2016-06-05 01:26:00,2016-06-08 17:54:00
401,12,2016-07-24 08:24:00,2016-07-24 16:40:00,2016-07-25 17:17:00,2016-07-27 14:17:00,-51,ICME,,,,2016-07-24 08:24:00,2016-07-27 14:17:00
402,13,2016-08-02 03:18:00,2016-08-02 21:57:00,2016-08-03 06:50:00,2016-08-07 17:14:00,-63,,HSS,,,2016-08-02 08:57:00,2016-08-06 06:50:00
403,14,2016-08-23 00:22:00,2016-08-23 12:13:00,2016-08-23 21:13:00,2016-08-28 20:26:00,-83,,HSS,,,2016-08-23 00:22:00,2016-08-26 21:13:00
404,15,2016-08-30 04:45:00,2016-08-31 10:16:00,2016-09-02 01:53:00,2016-09-07 14:34:00,-74,,HSS,,,2016-08-30 21:16:00,2016-09-05 01:53:00
405,16,2016-09-26 21:20:00,2016-09-27 21:44:00,2016-09-29 09:32:00,2016-10-02 16:20:00,-64,,HSS,,,2016-09-27 08:44:00,2016-10-02 09:32:00
406,17,2016-10-02 17:26:00,2016-10-03 17:34:00,2016-10-04 10:10:00,2016-10-06 21:45:00,-50,,HSS,,,2016-10-03 04:34:00,2016-10-06 21:45:00
407,18,2016-10-12 09:57:00,2016-10-13 06:17:00,2016-10-13 23:54:00,2016-10-15 19:03:00,-114,ICME,,,,2016-10-12 17:17:00,2016-10-15 19:03:00
408,19,2016-10-24 06:38:00,2016-10-24 19:03:00,2016-10-25 22:57:00,2016-10-28 17:47:00,-81,,HSS,,,2016-10-24 06:38:00,2016-10-28 17:47:00
409,20,2016-11-02 03:28:00,2016-11-02 10:52:00,2016-11-03 08:51:00,2016-11-05 22:28:00,-52,,HSS,,,2016-11-02 03:28:00,2016-11-05 22:28:00
410,21,2016-11-09 05:14:00,2016-11-09 10:07:00,2016-11-10 15:24:00,2016-11-11 21:06:00,-55,ICME,,,,2016-11-09 05:14:00,2016-11-11 21:06:00
411,22,2016-11-23 04:28:00,2016-11-23 22:59:00,2016-11-25 06:40:00,2016-11-28 18:48:00,-53,,HSS,,,2016-11-23 09:59:00,2016-11-28 06:40:00
412,23,2016-12-20 21:10:00,2016-12-21 09:59:00,2016-12-23 21:07:00,2016-12-29 00:11:00,-55,,HSS,,,2016-12-20 21:10:00,2016-12-26 21:07:00
413,1,2017-02-28 07:07:00,2017-03-01 09:42:00,2017-03-01 22:20:00,2017-03-08 17:58:00,-74,,HSS,,,2017-02-28 20:42:00,2017-03-04 22:20:00
414,2,2017-03-26 18:30:00,2017-03-27 03:15:00,2017-03-27 14:45:00,2017-04-03 06:32:00,-86,,HSS,,,2017-03-26 18:30:00,2017-03-30 14:45:00
415,3,2017-04-04 01:24:00,2017-04-04 05:13:00,2017-04-04 07:06:00,2017-04-04 23:37:00,-50,ICME,,,,2017-04-04 01:24:00,2017-04-04 23:37:00
416,4,2017-04-21 08:57:00,2017-04-21 18:24:00,2017-04-23 00:00:00,2017-04-28 14:45:00,-53,ICME,HSS,complex,,2017-04-21 08:57:00,2017-04-26 00:00:00
417,5,2017-05-27 15:34:00,2017-05-27 23:01:00,2017-05-28 07:16:00,2017-05-29 09:35:00,-142,ICME,,,,2017-05-27 15:34:00,2017-05-29 09:35:00
418,6,2017-07-16 04:05:00,2017-07-16 07:58:00,2017-07-16 15:51:00,2017-07-20 01:43:00,-67,ICME,HSS,complex,,2017-07-16 04:05:00,2017-07-19 15:51:00
419,7,2017-08-22 14:54:00,2017-08-22 19:36:00,2017-08-23 12:35:00,2017-08-25 11:41:00,-52,,HSS,,,2017-08-22 14:54:00,2017-08-25 11:41:00
420,8,2017-08-31 01:51:00,2017-08-31 08:32:00,2017-08-31 11:49:00,2017-09-01 04:21:00,-64,ICME,,,,2017-08-31 01:51:00,2017-09-01 04:21:00
421,9,2017-09-07 07:13:00,2017-09-07 23:05:00,2017-09-08 01:10:00,2017-09-12 00:34:00,-146,ICME,,,,2017-09-07 10:05:00,2017-09-11 01:10:00
422,10,2017-09-26 22:56:00,2017-09-27 07:40:00,2017-09-28 05:58:00,2017-10-02 02:14:00,-74,,HSS,,,2017-09-26 22:56:00,2017-10-01 05:58:00
423,11,2017-10-11 05:38:00,2017-10-11 13:46:00,2017-10-14 05:36:00,2017-10-21 06:12:00,-68,,HSS,,,2017-10-11 05:38:00,2017-10-17 05:36:00
424,12,2017-11-06 21:37:00,2017-11-07 07:21:00,2017-11-08 04:04:00,2017-11-15 15:38:00,-89,,HSS,,,2017-11-06 21:37:00,2017-11-11 04:04:00
425,13,2017-11-20 11:13:00,2017-11-20 23:19:00,2017-11-21 07:00:00,2017-11-24 14:39:00,-60,,HSS,,,2017-11-20 11:13:00,2017-11-24 07:00:00
426,0,2018-02-26 17:48:00,2018-02-27 00:54:00,2018-02-27 13:03:00,2018-03-03 07:49:00,-60,,HSS,,,2018-02-26 17:48:00,2018-03-02 13:03:00
427,1,2018-03-17 11:13:00,2018-03-17 19:49:00,2018-03-18 21:42:00,2018-03-22 11:19:00,-53,,HSS,,,2018-03-17 11:13:00,2018-03-21 21:42:00
428,2,2018-04-19 19:49:00,2018-04-20 04:11:00,2018-04-20 09:36:00,2018-04-24 18:36:00,-86,,HSS,,,2018-04-19 19:49:00,2018-04-23 09:36:00
429,3,2018-05-05 05:24:00,2018-05-05 14:51:00,2018-05-06 02:33:00,2018-05-10 07:50:00,-66,,HSS,,,2018-05-05 05:24:00,2018-05-09 02:33:00
430,4,2018-08-24 21:53:00,2018-08-25 17:40:00,2018-08-26 07:11:00,2018-08-29 13:41:00,-206,ICME,,,,2018-08-25 04:40:00,2018-08-29 07:11:00
431,5,2018-09-09 23:03:00,2018-09-10 12:06:00,2018-09-11 10:10:00,2018-09-14 16:34:00,-64,,HSS,,,2018-09-09 23:06:00,2018-09-14 10:10:00
432,6,2018-10-07 01:52:00,2018-10-07 12:14:00,2018-10-07 21:53:00,2018-10-11 15:00:00,-56,,HSS,,,2018-10-07 01:52:00,2018-10-10 21:53:00
433,7,2018-11-03 23:38:00,2018-11-04 13:06:00,2018-11-05 06:02:00,2018-11-07 19:33:00,-66,,HSS,,,2018-11-04 00:06:00,2018-11-07 19:33:00
434,0,2019-05-13 20:53:00,2019-05-14 03:23:00,2019-05-14 07:54:00,2019-05-15 06:44:00,-80,ICME,HSS,complex,,2019-05-13 20:53:00,2019-05-15 06:44:00
435,1,2019-08-04 22:07:00,2019-08-05 05:08:00,2019-08-05 11:46:00,2019-08-08 05:34:00,-64,,HSS,,,2019-08-04 22:07:00,2019-08-08 05:34:00
436,2,2019-08-29 08:25:00,2019-08-30 22:09:00,2019-09-01 06:27:00,2019-09-04 20:57:00,-63,,HSS,,,2019-08-30 09:09:00,2019-09-04 06:27:00
